vote_id,vote_date,title,result,olp_stage,total_for,total_against,total_abstain,source_url
174636,2025-04-02 12:23:32,Guidelines for the 2026 budget – Section III,REJECTED,,97,525,57,https://www.europarl.europa.eu/plenary/en/votes/174636.xml
174637,2025-04-02 12:23:44,Guidelines for the 2026 budget – Section III,REJECTED,,132,474,59,https://www.europarl.europa.eu/plenary/en/votes/174637.xml
174638,2025-04-02 12:23:55,Guidelines for the 2026 budget – Section III,REJECTED,,130,505,41,https://www.europarl.europa.eu/plenary/en/votes/174638.xml
174642,2025-04-02 12:24:14,Guidelines for the 2026 budget – Section III,ADOPTED,,497,135,50,https://www.europarl.europa.eu/plenary/en/votes/174642.xml
174643,2025-04-02 12:24:27,Guidelines for the 2026 budget – Section III,REJECTED,,90,579,13,https://www.europarl.europa.eu/plenary/en/votes/174643.xml
174644,2025-04-02 12:25:00,Guidelines for the 2026 budget – Section III,REJECTED,,179,490,12,https://www.europarl.europa.eu/plenary/en/votes/174644.xml
174645,2025-04-02 12:25:31,Guidelines for the 2026 budget – Section III,REJECTED,,149,486,28,https://www.europarl.europa.eu/plenary/en/votes/174645.xml
174647,2025-04-02 12:25:49,Guidelines for the 2026 budget – Section III,REJECTED,,187,469,25,https://www.europarl.europa.eu/plenary/en/votes/174647.xml
174648,2025-04-02 12:26:02,Guidelines for the 2026 budget – Section III,REJECTED,,115,485,85,https://www.europarl.europa.eu/plenary/en/votes/174648.xml
174649,2025-04-02 12:26:25,Guidelines for the 2026 budget – Section III,REJECTED,,216,453,12,https://www.europarl.europa.eu/plenary/en/votes/174649.xml
174650,2025-04-02 12:26:36,Guidelines for the 2026 budget – Section III,REJECTED,,181,477,17,https://www.europarl.europa.eu/plenary/en/votes/174650.xml
174651,2025-04-03 12:26:55,Energy-intensive industries,REJECTED,,194,407,10,https://www.europarl.europa.eu/plenary/en/votes/174651.xml
174655,2025-04-03 12:29:15,Energy-intensive industries,REJECTED,,182,414,7,https://www.europarl.europa.eu/plenary/en/votes/174655.xml
174656,2025-04-03 12:29:24,Energy-intensive industries,REJECTED,,209,386,11,https://www.europarl.europa.eu/plenary/en/votes/174656.xml
174658,2025-04-03 12:30:06,Energy-intensive industries,ADOPTED,,300,248,59,https://www.europarl.europa.eu/plenary/en/votes/174658.xml
174662,2025-04-03 12:30:31,Energy-intensive industries,REJECTED,,178,421,7,https://www.europarl.europa.eu/plenary/en/votes/174662.xml
174663,2025-04-03 12:30:51,Energy-intensive industries,REJECTED,,112,454,49,https://www.europarl.europa.eu/plenary/en/votes/174663.xml
174665,2025-04-03 12:31:08,Energy-intensive industries,REJECTED,,282,309,24,https://www.europarl.europa.eu/plenary/en/votes/174665.xml
174669,2025-04-03 12:31:54,Energy-intensive industries,ADOPTED,,357,226,16,https://www.europarl.europa.eu/plenary/en/votes/174669.xml
174671,2025-04-03 12:32:11,Energy-intensive industries,ADOPTED,,372,226,12,https://www.europarl.europa.eu/plenary/en/votes/174671.xml
174681,2025-04-03 12:32:27,Energy-intensive industries,REJECTED,,204,370,31,https://www.europarl.europa.eu/plenary/en/votes/174681.xml
174683,2025-04-03 12:33:01,Energy-intensive industries,ADOPTED,,430,129,44,https://www.europarl.europa.eu/plenary/en/votes/174683.xml
174684,2025-04-03 12:33:09,Energy-intensive industries,ADOPTED,,369,219,10,https://www.europarl.europa.eu/plenary/en/votes/174684.xml
174685,2025-04-03 12:33:19,Energy-intensive industries,ADOPTED,,386,211,9,https://www.europarl.europa.eu/plenary/en/votes/174685.xml
174686,2025-04-03 12:33:52,Energy-intensive industries,REJECTED,,236,370,7,https://www.europarl.europa.eu/plenary/en/votes/174686.xml
174690,2025-04-03 12:34:17,Energy-intensive industries,ADOPTED,,453,127,32,https://www.europarl.europa.eu/plenary/en/votes/174690.xml
174691,2025-04-03 12:34:28,Energy-intensive industries,ADOPTED,,348,260,3,https://www.europarl.europa.eu/plenary/en/votes/174691.xml
174692,2025-04-03 12:34:38,Energy-intensive industries,REJECTED,,165,417,32,https://www.europarl.europa.eu/plenary/en/votes/174692.xml
174697,2025-04-02 13:01:50,Implementation of the common security and defence policy – annual report 2024,REJECTED,,237,416,12,https://www.europarl.europa.eu/plenary/en/votes/174697.xml
174698,2025-04-02 13:02:02,Implementation of the common security and defence policy – annual report 2024,ADOPTED,,448,169,42,https://www.europarl.europa.eu/plenary/en/votes/174698.xml
174699,2025-04-02 13:02:18,Implementation of the common security and defence policy – annual report 2024,REJECTED,,85,517,63,https://www.europarl.europa.eu/plenary/en/votes/174699.xml
174700,2025-04-02 13:02:32,Implementation of the common security and defence policy – annual report 2024,REJECTED,,81,567,14,https://www.europarl.europa.eu/plenary/en/votes/174700.xml
174701,2025-04-02 13:02:44,Implementation of the common security and defence policy – annual report 2024,REJECTED,,112,488,59,https://www.europarl.europa.eu/plenary/en/votes/174701.xml
174702,2025-04-02 13:03:08,Implementation of the common security and defence policy – annual report 2024,ADOPTED,,512,84,73,https://www.europarl.europa.eu/plenary/en/votes/174702.xml
174706,2025-04-02 13:03:57,Implementation of the common security and defence policy – annual report 2024,REJECTED,,224,355,88,https://www.europarl.europa.eu/plenary/en/votes/174706.xml
174707,2025-04-02 13:04:17,Implementation of the common security and defence policy – annual report 2024,REJECTED,,90,534,46,https://www.europarl.europa.eu/plenary/en/votes/174707.xml
174708,2025-04-02 13:04:36,Implementation of the common security and defence policy – annual report 2024,ADOPTED,,489,108,71,https://www.europarl.europa.eu/plenary/en/votes/174708.xml
174709,2025-04-02 13:04:52,Implementation of the common security and defence policy – annual report 2024,REJECTED,,79,541,40,https://www.europarl.europa.eu/plenary/en/votes/174709.xml
174711,2025-04-02 13:05:08,Implementation of the common security and defence policy – annual report 2024,REJECTED,,230,424,14,https://www.europarl.europa.eu/plenary/en/votes/174711.xml
174712,2025-04-02 13:05:20,Implementation of the common security and defence policy – annual report 2024,REJECTED,,113,483,60,https://www.europarl.europa.eu/plenary/en/votes/174712.xml
174714,2025-04-02 13:05:52,Implementation of the common security and defence policy – annual report 2024,REJECTED,,49,548,65,https://www.europarl.europa.eu/plenary/en/votes/174714.xml
174715,2025-04-02 13:06:28,Implementation of the common security and defence policy – annual report 2024,REJECTED,,113,517,36,https://www.europarl.europa.eu/plenary/en/votes/174715.xml
174721,2025-04-02 13:07:33,Implementation of the common security and defence policy – annual report 2024,ADOPTED,,459,120,86,https://www.europarl.europa.eu/plenary/en/votes/174721.xml
174722,2025-04-02 13:07:44,Implementation of the common security and defence policy – annual report 2024,ADOPTED,,494,134,30,https://www.europarl.europa.eu/plenary/en/votes/174722.xml
174723,2025-04-02 13:08:02,Implementation of the common security and defence policy – annual report 2024,REJECTED,,115,531,22,https://www.europarl.europa.eu/plenary/en/votes/174723.xml
174725,2025-04-02 13:08:38,Implementation of the common security and defence policy – annual report 2024,REJECTED,,183,451,28,https://www.europarl.europa.eu/plenary/en/votes/174725.xml
174726,2025-04-02 13:08:51,Implementation of the common security and defence policy – annual report 2024,REJECTED,,216,406,39,https://www.europarl.europa.eu/plenary/en/votes/174726.xml
174727,2025-04-02 13:09:03,Implementation of the common security and defence policy – annual report 2024,REJECTED,,310,341,18,https://www.europarl.europa.eu/plenary/en/votes/174727.xml
174732,2025-04-02 13:10:19,Implementation of the common security and defence policy – annual report 2024,REJECTED,,187,456,23,https://www.europarl.europa.eu/plenary/en/votes/174732.xml
174733,2025-04-02 13:10:40,Implementation of the common security and defence policy – annual report 2024,REJECTED,,198,444,29,https://www.europarl.europa.eu/plenary/en/votes/174733.xml
174734,2025-04-02 13:11:04,Implementation of the common security and defence policy – annual report 2024,ADOPTED,,463,169,37,https://www.europarl.europa.eu/plenary/en/votes/174734.xml
174736,2025-04-02 13:11:25,Implementation of the common security and defence policy – annual report 2024,REJECTED,,263,374,31,https://www.europarl.europa.eu/plenary/en/votes/174736.xml
174737,2025-04-02 13:11:37,Implementation of the common security and defence policy – annual report 2024,REJECTED,,219,428,14,https://www.europarl.europa.eu/plenary/en/votes/174737.xml
174738,2025-04-02 13:11:50,Implementation of the common security and defence policy – annual report 2024,REJECTED,,206,442,15,https://www.europarl.europa.eu/plenary/en/votes/174738.xml
174740,2025-04-02 13:12:03,Implementation of the common security and defence policy – annual report 2024,ADOPTED,,398,249,18,https://www.europarl.europa.eu/plenary/en/votes/174740.xml
174741,2025-04-02 13:12:15,Implementation of the common security and defence policy – annual report 2024,ADOPTED,,373,275,12,https://www.europarl.europa.eu/plenary/en/votes/174741.xml
174742,2025-04-02 13:12:28,Implementation of the common security and defence policy – annual report 2024,ADOPTED,,386,214,64,https://www.europarl.europa.eu/plenary/en/votes/174742.xml
174743,2025-04-02 13:12:39,Implementation of the common security and defence policy – annual report 2024,ADOPTED,,369,269,23,https://www.europarl.europa.eu/plenary/en/votes/174743.xml
174747,2025-04-02 13:13:21,Implementation of the common security and defence policy – annual report 2024,REJECTED,,306,313,26,https://www.europarl.europa.eu/plenary/en/votes/174747.xml
174750,2025-04-02 13:13:40,Implementation of the common security and defence policy – annual report 2024,ADOPTED,,481,112,74,https://www.europarl.europa.eu/plenary/en/votes/174750.xml
174751,2025-04-02 13:14:11,Implementation of the common security and defence policy – annual report 2024,ADOPTED,,303,289,62,https://www.europarl.europa.eu/plenary/en/votes/174751.xml
174752,2025-04-02 13:14:29,Implementation of the common security and defence policy – annual report 2024,ADOPTED,,409,188,66,https://www.europarl.europa.eu/plenary/en/votes/174752.xml
174753,2025-04-02 13:15:06,Implementation of the common security and defence policy – annual report 2024,REJECTED,,118,516,24,https://www.europarl.europa.eu/plenary/en/votes/174753.xml
174754,2025-04-02 13:15:31,Implementation of the common security and defence policy – annual report 2024,REJECTED,,207,445,14,https://www.europarl.europa.eu/plenary/en/votes/174754.xml
174767,2025-04-02 13:16:49,Implementation of the common security and defence policy – annual report 2024,ADOPTED,,458,127,75,https://www.europarl.europa.eu/plenary/en/votes/174767.xml
174769,2025-04-02 13:17:14,Implementation of the common security and defence policy – annual report 2024,ADOPTED,,361,298,7,https://www.europarl.europa.eu/plenary/en/votes/174769.xml
174770,2025-04-02 13:17:27,Implementation of the common security and defence policy – annual report 2024,REJECTED,,224,428,12,https://www.europarl.europa.eu/plenary/en/votes/174770.xml
174774,2025-04-02 13:17:44,Implementation of the common security and defence policy – annual report 2024,REJECTED,,113,489,58,https://www.europarl.europa.eu/plenary/en/votes/174774.xml
174775,2025-04-02 13:17:55,Implementation of the common security and defence policy – annual report 2024,ADOPTED,,322,305,7,https://www.europarl.europa.eu/plenary/en/votes/174775.xml
174776,2025-04-02 13:19:03,Implementation of the common security and defence policy – annual report 2024,REJECTED,,198,457,5,https://www.europarl.europa.eu/plenary/en/votes/174776.xml
174783,2025-04-02 13:19:43,Implementation of the common security and defence policy – annual report 2024,REJECTED,,279,318,48,https://www.europarl.europa.eu/plenary/en/votes/174783.xml
174784,2025-04-02 13:20:00,Implementation of the common security and defence policy – annual report 2024,REJECTED,,217,430,11,https://www.europarl.europa.eu/plenary/en/votes/174784.xml
174785,2025-04-02 13:20:31,Implementation of the common security and defence policy – annual report 2024,REJECTED,,180,365,116,https://www.europarl.europa.eu/plenary/en/votes/174785.xml
174786,2025-04-02 13:20:56,Implementation of the common security and defence policy – annual report 2024,REJECTED,,105,366,190,https://www.europarl.europa.eu/plenary/en/votes/174786.xml
174801,2025-04-02 12:16:58,Guidelines for the 2026 budget – Section III,REJECTED,,194,387,90,https://www.europarl.europa.eu/plenary/en/votes/174801.xml
174802,2025-04-02 12:17:09,Guidelines for the 2026 budget – Section III,REJECTED,,151,442,83,https://www.europarl.europa.eu/plenary/en/votes/174802.xml
174803,2025-04-02 12:26:14,Guidelines for the 2026 budget – Section III,REJECTED,,198,434,43,https://www.europarl.europa.eu/plenary/en/votes/174803.xml
174829,2025-04-02 12:41:13,Implementation of the common foreign and security policy – annual report 2024,ADOPTED,,341,201,107,https://www.europarl.europa.eu/plenary/en/votes/174829.xml
174834,2025-04-03 12:31:44,Energy-intensive industries,ADOPTED,,352,214,42,https://www.europarl.europa.eu/plenary/en/votes/174834.xml
174835,2025-04-03 12:32:02,Energy-intensive industries,ADOPTED,,376,229,7,https://www.europarl.europa.eu/plenary/en/votes/174835.xml
174841,2025-04-03 12:40:16,Targeted attacks against Christians in the Democratic Republic of the Congo – defending religious freedom and security,ADOPTED,,502,51,6,https://www.europarl.europa.eu/plenary/en/votes/174841.xml
174875,2025-04-03 12:20:57,Estimates of revenue and expenditure for the financial year 2026 – Section I – European Parliament,ADOPTED,,432,127,54,https://www.europarl.europa.eu/plenary/en/votes/174875.xml
174880,2025-04-03 12:10:32,Granting equivalence with EU requirements to Moldova and Ukraine as regards field inspections and production of seed,ADOPTED,OLP_FIRST_READING,411,191,13,https://www.europarl.europa.eu/plenary/en/votes/174880.xml
174881,2025-04-03 12:09:52,Establishing an EU talent pool,ADOPTED,OLP_FIRST_READING,327,229,50,https://www.europarl.europa.eu/plenary/en/votes/174881.xml
174922,2025-04-03 12:13:25,Estimates of revenue and expenditure for the financial year 2026 – Section I – European Parliament,REJECTED,,122,475,15,https://www.europarl.europa.eu/plenary/en/votes/174922.xml
174923,2025-04-03 12:13:36,Estimates of revenue and expenditure for the financial year 2026 – Section I – European Parliament,REJECTED,,108,460,34,https://www.europarl.europa.eu/plenary/en/votes/174923.xml
174924,2025-04-03 12:13:45,Estimates of revenue and expenditure for the financial year 2026 – Section I – European Parliament,REJECTED,,146,447,17,https://www.europarl.europa.eu/plenary/en/votes/174924.xml
174925,2025-04-03 12:13:55,Estimates of revenue and expenditure for the financial year 2026 – Section I – European Parliament,REJECTED,,169,423,9,https://www.europarl.europa.eu/plenary/en/votes/174925.xml
174926,2025-04-03 12:14:16,Estimates of revenue and expenditure for the financial year 2026 – Section I – European Parliament,REJECTED,,174,426,11,https://www.europarl.europa.eu/plenary/en/votes/174926.xml
174929,2025-04-03 12:14:49,Estimates of revenue and expenditure for the financial year 2026 – Section I – European Parliament,REJECTED,,143,366,107,https://www.europarl.europa.eu/plenary/en/votes/174929.xml
174930,2025-04-03 12:14:59,Estimates of revenue and expenditure for the financial year 2026 – Section I – European Parliament,REJECTED,,155,412,31,https://www.europarl.europa.eu/plenary/en/votes/174930.xml
174933,2025-04-03 12:15:43,Estimates of revenue and expenditure for the financial year 2026 – Section I – European Parliament,REJECTED,,138,443,28,https://www.europarl.europa.eu/plenary/en/votes/174933.xml
174934,2025-04-03 12:15:53,Estimates of revenue and expenditure for the financial year 2026 – Section I – European Parliament,REJECTED,,133,438,23,https://www.europarl.europa.eu/plenary/en/votes/174934.xml
174935,2025-04-03 12:16:03,Estimates of revenue and expenditure for the financial year 2026 – Section I – European Parliament,REJECTED,,142,426,42,https://www.europarl.europa.eu/plenary/en/votes/174935.xml
174937,2025-04-03 12:16:19,Estimates of revenue and expenditure for the financial year 2026 – Section I – European Parliament,REJECTED,,123,456,34,https://www.europarl.europa.eu/plenary/en/votes/174937.xml
174938,2025-04-03 12:16:28,Estimates of revenue and expenditure for the financial year 2026 – Section I – European Parliament,REJECTED,,102,453,48,https://www.europarl.europa.eu/plenary/en/votes/174938.xml
174939,2025-04-03 12:16:36,Estimates of revenue and expenditure for the financial year 2026 – Section I – European Parliament,REJECTED,,113,433,51,https://www.europarl.europa.eu/plenary/en/votes/174939.xml
174941,2025-04-03 12:17:11,Estimates of revenue and expenditure for the financial year 2026 – Section I – European Parliament,ADOPTED,,559,3,31,https://www.europarl.europa.eu/plenary/en/votes/174941.xml
174944,2025-04-03 12:17:55,Estimates of revenue and expenditure for the financial year 2026 – Section I – European Parliament,REJECTED,,77,451,39,https://www.europarl.europa.eu/plenary/en/votes/174944.xml
174945,2025-04-03 12:18:03,Estimates of revenue and expenditure for the financial year 2026 – Section I – European Parliament,REJECTED,,71,463,51,https://www.europarl.europa.eu/plenary/en/votes/174945.xml
174946,2025-04-03 12:18:12,Estimates of revenue and expenditure for the financial year 2026 – Section I – European Parliament,REJECTED,,70,389,112,https://www.europarl.europa.eu/plenary/en/votes/174946.xml
174947,2025-04-03 12:19:51,Estimates of revenue and expenditure for the financial year 2026 – Section I – European Parliament,REJECTED,,155,394,60,https://www.europarl.europa.eu/plenary/en/votes/174947.xml
174948,2025-04-03 12:20:02,Estimates of revenue and expenditure for the financial year 2026 – Section I – European Parliament,ADOPTED,,429,168,16,https://www.europarl.europa.eu/plenary/en/votes/174948.xml
174949,2025-04-03 12:20:13,Estimates of revenue and expenditure for the financial year 2026 – Section I – European Parliament,REJECTED,,283,298,12,https://www.europarl.europa.eu/plenary/en/votes/174949.xml
174950,2025-04-03 12:20:25,Estimates of revenue and expenditure for the financial year 2026 – Section I – European Parliament,REJECTED,,193,402,3,https://www.europarl.europa.eu/plenary/en/votes/174950.xml
174951,2025-04-03 12:17:45,Estimates of revenue and expenditure for the financial year 2026 – Section I – European Parliament,ADOPTED,,236,205,147,https://www.europarl.europa.eu/plenary/en/votes/174951.xml
174971,2025-04-03 12:26:33,Amending Directives (EU) 2022/2464 and (EU) 2024/1760 as regards the dates from which Member States are to apply certain corporate sustainability reporting and due diligence requirements,ADOPTED,OLP_FIRST_READING,531,69,17,https://www.europarl.europa.eu/plenary/en/votes/174971.xml
174972,2025-04-03 12:21:19,"Prosecution of journalists in Cameroon, notably the cases of Amadou Vamoulké, Kingsley Fomunyuy Njoka, Mancho Bibixy, Thomas Awah Junior, Tsi Conrad",ADOPTED,,418,108,59,https://www.europarl.europa.eu/plenary/en/votes/174972.xml
174973,2025-04-03 12:21:54,Execution spree in Iran and the confirmation of the death sentences of activists Behrouz Ehsani and Mehdi Hassani,REJECTED,,180,404,13,https://www.europarl.europa.eu/plenary/en/votes/174973.xml
174975,2025-04-03 12:22:09,Execution spree in Iran and the confirmation of the death sentences of activists Behrouz Ehsani and Mehdi Hassani,ADOPTED,,378,182,26,https://www.europarl.europa.eu/plenary/en/votes/174975.xml
174976,2025-04-03 12:22:19,Execution spree in Iran and the confirmation of the death sentences of activists Behrouz Ehsani and Mehdi Hassani,ADOPTED,,272,264,26,https://www.europarl.europa.eu/plenary/en/votes/174976.xml
174977,2025-04-03 12:22:31,Execution spree in Iran and the confirmation of the death sentences of activists Behrouz Ehsani and Mehdi Hassani,ADOPTED,,424,54,120,https://www.europarl.europa.eu/plenary/en/votes/174977.xml
174978,2025-04-03 12:23:00,Immediate risk of further repression by Lukashenka’s regime in Belarus - threats from the Investigative Committee,REJECTED,,250,292,49,https://www.europarl.europa.eu/plenary/en/votes/174978.xml
174984,2025-04-03 12:23:33,Immediate risk of further repression by Lukashenka’s regime in Belarus - threats from the Investigative Committee,ADOPTED,,477,113,15,https://www.europarl.europa.eu/plenary/en/votes/174984.xml
174988,2025-04-03 12:23:56,Immediate risk of further repression by Lukashenka’s regime in Belarus - threats from the Investigative Committee,ADOPTED,,535,19,55,https://www.europarl.europa.eu/plenary/en/votes/174988.xml
174989,2025-04-03 12:24:31,Amending Directives (EU) 2022/2464 and (EU) 2024/1760 as regards the dates from which Member States are to apply certain corporate sustainability reporting and due diligence requirements,REJECTED,OLP_FIRST_READING,68,537,9,https://www.europarl.europa.eu/plenary/en/votes/174989.xml
174990,2025-04-03 12:24:51,Amending Directives (EU) 2022/2464 and (EU) 2024/1760 as regards the dates from which Member States are to apply certain corporate sustainability reporting and due diligence requirements,REJECTED,OLP_FIRST_READING,174,407,4,https://www.europarl.europa.eu/plenary/en/votes/174990.xml
174991,2025-04-03 12:25:13,Amending Directives (EU) 2022/2464 and (EU) 2024/1760 as regards the dates from which Member States are to apply certain corporate sustainability reporting and due diligence requirements,REJECTED,OLP_FIRST_READING,176,412,5,https://www.europarl.europa.eu/plenary/en/votes/174991.xml
174992,2025-04-03 12:25:31,Amending Directives (EU) 2022/2464 and (EU) 2024/1760 as regards the dates from which Member States are to apply certain corporate sustainability reporting and due diligence requirements,REJECTED,OLP_FIRST_READING,178,411,11,https://www.europarl.europa.eu/plenary/en/votes/174992.xml
174993,2025-04-03 12:25:45,Amending Directives (EU) 2022/2464 and (EU) 2024/1760 as regards the dates from which Member States are to apply certain corporate sustainability reporting and due diligence requirements,REJECTED,OLP_FIRST_READING,179,405,8,https://www.europarl.europa.eu/plenary/en/votes/174993.xml
174994,2025-04-03 12:25:54,Amending Directives (EU) 2022/2464 and (EU) 2024/1760 as regards the dates from which Member States are to apply certain corporate sustainability reporting and due diligence requirements,REJECTED,OLP_FIRST_READING,180,403,10,https://www.europarl.europa.eu/plenary/en/votes/174994.xml
174995,2025-04-03 12:26:12,Amending Directives (EU) 2022/2464 and (EU) 2024/1760 as regards the dates from which Member States are to apply certain corporate sustainability reporting and due diligence requirements,REJECTED,OLP_FIRST_READING,176,411,9,https://www.europarl.europa.eu/plenary/en/votes/174995.xml
175000,2025-04-03 12:37:58,Targeted attacks against Christians in the Democratic Republic of the Congo – defending religious freedom and security,REJECTED,,46,466,14,https://www.europarl.europa.eu/plenary/en/votes/175000.xml
175025,2025-05-06 12:14:30,Amendments to the International Health Regulations contained in the Annex to Resolution WHA77.17 and adopted on 1 June 2024,ADOPTED,,514,126,6,https://www.europarl.europa.eu/plenary/en/votes/175025.xml
175031,2025-05-06 12:15:54,Mobilisation of the European Globalisation Adjustment Fund for Displaced Workers: application EGF/2024/003 BE/Van Hool – Belgium,ADOPTED,,598,48,5,https://www.europarl.europa.eu/plenary/en/votes/175031.xml
175044,2025-05-06 12:25:58,Control of the financial activities of the European Investment Bank – annual report 2023,ADOPTED,,340,162,150,https://www.europarl.europa.eu/plenary/en/votes/175044.xml
175067,2025-05-06 12:22:03,Protection of the European Union’s financial interests – combating fraud – annual report 2023,ADOPTED,,473,59,114,https://www.europarl.europa.eu/plenary/en/votes/175067.xml
175085,2025-05-07 12:52:58,Discharge 2023: EU general budget – European External Action Service,ADOPTED,,475,136,53,https://www.europarl.europa.eu/plenary/en/votes/175085.xml
175093,2025-05-07 12:44:13,Discharge 2023: EU general budget – Court of Justice of the European Union,ADOPTED,,485,113,61,https://www.europarl.europa.eu/plenary/en/votes/175093.xml
175099,2025-05-07 12:49:04,Discharge 2023: EU general budget – European Ombudsman,ADOPTED,,611,8,46,https://www.europarl.europa.eu/plenary/en/votes/175099.xml
175107,2025-05-07 12:49:52,Discharge 2023: EU general budget – European Data Protection Supervisor,ADOPTED,,548,74,42,https://www.europarl.europa.eu/plenary/en/votes/175107.xml
175114,2025-05-07 12:48:21,Discharge 2023: EU general budget – Committee of the Regions,ADOPTED,,548,110,9,https://www.europarl.europa.eu/plenary/en/votes/175114.xml
175116,2025-05-07 12:40:46,Discharge 2023: EU general budget – European Parliament,ADOPTED,,513,119,20,https://www.europarl.europa.eu/plenary/en/votes/175116.xml
175123,2025-05-07 12:47:30,Discharge 2023: EU general budget – European Economic and Social Committee,ADOPTED,,532,120,10,https://www.europarl.europa.eu/plenary/en/votes/175123.xml
175136,2025-05-07 12:56:28,Discharge 2023: European Public Prosecutor’s Office,ADOPTED,,452,176,30,https://www.europarl.europa.eu/plenary/en/votes/175136.xml
175144,2025-05-07 12:46:19,Discharge 2023: EU general budget – Court of Auditors,ADOPTED,,619,19,25,https://www.europarl.europa.eu/plenary/en/votes/175144.xml
175160,2025-05-07 12:42:50,Discharge 2023: EU general budget – European Council and Council,ADOPTED,,526,119,20,https://www.europarl.europa.eu/plenary/en/votes/175160.xml
175162,2025-05-06 12:16:19,Protection of the European Union’s financial interests – combating fraud – annual report 2023,REJECTED,,172,438,35,https://www.europarl.europa.eu/plenary/en/votes/175162.xml
175170,2025-05-06 12:19:16,Protection of the European Union’s financial interests – combating fraud – annual report 2023,REJECTED,,203,436,9,https://www.europarl.europa.eu/plenary/en/votes/175170.xml
175171,2025-05-06 12:19:31,Protection of the European Union’s financial interests – combating fraud – annual report 2023,REJECTED,,207,420,11,https://www.europarl.europa.eu/plenary/en/votes/175171.xml
175180,2025-05-06 12:21:24,Protection of the European Union’s financial interests – combating fraud – annual report 2023,REJECTED,,206,431,13,https://www.europarl.europa.eu/plenary/en/votes/175180.xml
175181,2025-05-06 12:21:39,Protection of the European Union’s financial interests – combating fraud – annual report 2023,REJECTED,,206,424,14,https://www.europarl.europa.eu/plenary/en/votes/175181.xml
175211,2025-05-07 13:12:22,Discharge 2023: Joint Undertakings,ADOPTED,,513,101,39,https://www.europarl.europa.eu/plenary/en/votes/175211.xml
175231,2025-05-07 13:16:16,A revamped long-term budget for the Union in a changing world,ADOPTED,,317,206,123,https://www.europarl.europa.eu/plenary/en/votes/175231.xml
175252,2025-05-07 13:39:00,2023 and 2024 reports on Kosovo,ADOPTED,,353,145,78,https://www.europarl.europa.eu/plenary/en/votes/175252.xml
175349,2025-05-07 12:40:27,"Discharge 2023: EU general budget – Commission, executive agencies and European Development Funds",ADOPTED,,443,202,21,https://www.europarl.europa.eu/plenary/en/votes/175349.xml
175396,2025-05-07 13:32:52,2023 and 2024 reports on Türkiye,ADOPTED,,367,74,188,https://www.europarl.europa.eu/plenary/en/votes/175396.xml
175398,2025-05-08 12:40:39,Suspending certain parts of Regulation (EU) 2015/478 as regards imports of Ukrainian products into the European Union,ADOPTED,OLP_FIRST_READING,354,147,53,https://www.europarl.europa.eu/plenary/en/votes/175398.xml
175399,2025-05-08 12:10:09,Ninth report on economic and social cohesion,ADOPTED,,392,125,55,https://www.europarl.europa.eu/plenary/en/votes/175399.xml
175513,2025-05-07 13:08:51,Discharge 2023: Agencies,ADOPTED,,503,121,26,https://www.europarl.europa.eu/plenary/en/votes/175513.xml
175535,2025-05-07 13:21:09,The European Water Resilience Strategy,ADOPTED,,470,81,92,https://www.europarl.europa.eu/plenary/en/votes/175535.xml
175563,2025-05-07 13:36:39,2023 and 2024 reports on Serbia,ADOPTED,,419,113,88,https://www.europarl.europa.eu/plenary/en/votes/175563.xml
175579,2025-05-08 12:51:23,Banking Union – annual report 2024,ADOPTED,,345,135,62,https://www.europarl.europa.eu/plenary/en/votes/175579.xml
175594,2025-05-08 12:47:18,Competition policy – annual report 2024,ADOPTED,,358,124,79,https://www.europarl.europa.eu/plenary/en/votes/175594.xml
175610,2025-05-08 12:21:03,The role of gas storage for securing gas supplies ahead of the winter season,ADOPTED,OLP_FIRST_READING,425,106,43,https://www.europarl.europa.eu/plenary/en/votes/175610.xml
175667,2025-05-08 12:32:06,Screening of foreign investments in the Union,ADOPTED,OLP_FIRST_READING,378,173,24,https://www.europarl.europa.eu/plenary/en/votes/175667.xml
175669,2025-05-05 17:37:32,Wednesday’s agenda – Request by The Left Group – Freedom Flotilla,REJECTED,,164,256,8,https://www.europarl.europa.eu/plenary/en/votes/175669.xml
175670,2025-05-05 17:40:13,Wednesday’s agenda – Request by the Verts/ALE Group – Gaza,REJECTED,,184,241,18,https://www.europarl.europa.eu/plenary/en/votes/175670.xml
175671,2025-05-05 17:43:09,Wednesday’s agenda – Request by the Renew Group – TikTok,ADOPTED,,319,37,79,https://www.europarl.europa.eu/plenary/en/votes/175671.xml
175672,2025-05-05 17:49:00,Wednesday’s agenda – Request by the S&D Group – Cyprus (debate),ADOPTED,,420,4,12,https://www.europarl.europa.eu/plenary/en/votes/175672.xml
175673,2025-05-05 17:49:22,Wednesday’s agenda – Request by the ECR Group – Cyprus (resolution),REJECTED,,103,301,24,https://www.europarl.europa.eu/plenary/en/votes/175673.xml
175675,2025-05-07 12:43:09,Discharge 2023: EU general budget – Court of Justice of the European Union,ADOPTED,,541,97,26,https://www.europarl.europa.eu/plenary/en/votes/175675.xml
175676,2025-05-07 12:43:21,Discharge 2023: EU general budget – Court of Justice of the European Union,ADOPTED,,353,292,18,https://www.europarl.europa.eu/plenary/en/votes/175676.xml
175679,2025-05-07 12:43:35,Discharge 2023: EU general budget – Court of Justice of the European Union,ADOPTED,,423,81,147,https://www.europarl.europa.eu/plenary/en/votes/175679.xml
